Parallel MaxPerm Implementation took 671 seconds
Network Permanence is 0.145283
0	11
1	126
2	333
3	283
4	152
5	235
6	95
7	347
8	201
9	69
10	69
11	11
12	11
13	69
14	151
15	11
16	69
17	140
18	11
19	174
20	333
21	69
22	347
23	11
24	126
25	69
26	69
27	189
28	151
29	11
30	221
31	267
32	167
33	42
34	11
35	225
36	135
37	11
38	221
39	69
40	291
41	140
42	42
43	11
44	333
45	221
46	225
47	301
48	126
49	241
50	69
51	267
52	192
53	126
54	126
55	69
56	69
57	126
58	2814
59	250
60	69
61	11
62	235
63	342
64	189
65	314
66	69
67	69
68	225
69	69
70	11
71	307
72	69
73	126
74	11
75	69
76	69
77	294
78	152
79	69
80	126
81	286
82	314
83	267
84	267
85	69
86	225
87	347
88	126
89	95
90	179
91	201
92	126
93	167
94	126
95	95
96	69
97	182
98	69
99	225
100	189
101	126
102	263
103	69
104	123
105	69
106	11
107	911
108	135
109	11
110	201
111	11
112	174
113	69
114	11
115	262
116	140
117	294
118	69
119	189
120	11
121	69
122	235
123	123
124	11
125	11
126	126
127	135
128	235
129	347
130	126
131	225
132	221
133	11
134	69
135	135
136	11
137	167
138	11
139	135
140	140
141	69
142	69
143	225
144	151
145	179
146	146
147	95
148	146
149	333
150	189
151	151
152	152
153	11
154	95
155	11
156	235
157	11
158	347
159	135
160	260
161	235
162	333
163	189
164	11
165	69
166	202
167	167
168	347
169	69
170	69
171	2814
172	69
173	202
174	174
175	225
176	69
177	225
178	221
179	179
180	126
181	152
182	182
183	11
184	135
185	69
186	221
187	126
188	69
189	189
190	11
191	126
192	192
193	201
194	126
195	152
196	126
197	135
198	351
199	69
200	69
201	201
202	202
203	69
204	126
205	192
206	260
207	11
208	332
209	11
210	11
211	69
212	123
213	340
214	140
215	11
216	11
217	189
218	152
219	95
220	262
221	221
222	69
223	69
224	340
225	225
226	333
227	225
228	283
229	11
230	307
231	294
232	69
233	256
234	11
235	235
236	126
237	267
238	69
239	69
240	11
241	241
242	126
243	11
244	282
245	201
246	340
247	11
248	235
249	126
250	250
251	135
252	250
253	182
254	126
255	241
256	256
257	291
258	69
259	201
260	260
261	342
262	262
263	263
264	201
265	69
266	126
267	11
268	69
269	189
270	69
271	69
272	135
273	152
274	69
275	152
276	69
277	332
278	225
279	11
280	69
281	135
282	282
283	283
284	135
285	332
286	286
287	11
288	69
289	11
290	69
291	340
292	11
293	174
294	11
295	11
296	263
297	69
298	69
299	126
300	126
301	301
302	126
303	221
304	69
305	11
306	152
307	307
308	347
309	135
310	167
311	69
312	262
313	69
314	314
315	291
316	11
317	126
318	123
319	95
320	135
321	225
322	221
323	69
324	189
325	69
326	333
327	95
328	152
329	189
330	126
331	189
332	332
333	333
334	69
335	11
336	11
337	167
338	69
339	146
340	340
341	69
342	342
343	333
344	123
345	221
346	126
347	347
348	351
349	478
350	552
351	351
352	375
353	540
354	382
355	382
356	411
357	459
358	351
359	382
360	365
361	382
362	371
363	461
364	351
365	365
366	1490
367	382
368	375
369	435
370	540
371	371
372	375
373	382
374	535
375	375
376	382
377	383
378	382
379	532
380	505
381	435
382	382
383	383
384	552
385	461
386	401
387	382
388	382
389	435
390	382
391	382
392	351
393	351
394	351
395	560
396	382
397	435
398	375
399	351
400	382
401	401
402	1490
403	382
404	560
405	382
406	532
407	533
408	375
409	375
410	382
411	411
412	382
413	351
414	656
415	560
416	1490
417	382
418	504
419	435
420	504
421	382
422	657
423	382
424	435
425	382
426	375
427	382
428	382
429	466
430	1490
431	375
432	504
433	533
434	478
435	435
436	382
437	532
438	382
439	435
440	375
441	351
442	351
443	453
444	560
445	560
446	382
447	351
448	351
449	351
450	382
451	504
452	382
453	453
454	351
455	466
456	375
457	459
458	382
459	459
460	351
461	461
462	532
463	535
464	552
465	382
466	466
467	532
468	453
469	435
470	382
471	504
472	411
473	1490
474	382
475	382
476	351
477	435
478	478
479	375
480	351
481	382
482	375
483	1490
484	656
485	435
486	435
487	351
488	382
489	382
490	382
491	382
492	382
493	375
494	375
495	351
496	1490
497	1490
498	532
499	532
500	382
501	351
502	382
503	1490
504	504
505	505
506	382
507	461
508	478
509	505
510	533
511	375
512	375
513	382
514	504
515	612
516	435
517	382
518	435
519	382
520	365
521	382
522	466
523	375
524	382
525	375
526	1792
527	351
528	382
529	466
530	382
531	382
532	532
533	533
534	478
535	535
536	375
537	560
538	375
539	466
540	540
541	504
542	371
543	375
544	382
545	375
546	382
547	382
548	382
549	351
550	351
551	435
552	552
553	382
554	435
555	382
556	382
557	382
558	351
559	382
560	351
561	382
562	382
563	2079
564	351
565	382
566	382
567	3925
568	382
569	504
570	504
571	504
572	532
573	612
574	621
575	612
576	650
577	650
578	650
579	612
580	656
581	642
582	650
583	650
584	660
585	656
586	382
587	382
588	612
589	612
590	612
591	382
592	612
593	382
594	3991
595	650
596	911
597	612
598	612
599	650
600	650
601	612
602	656
603	612
604	382
605	612
606	1892
607	656
608	656
609	612
610	382
611	612
612	612
613	656
614	382
615	650
616	660
617	612
618	612
619	612
620	612
621	621
622	612
623	612
624	656
625	612
626	612
627	650
628	650
629	656
630	612
631	682
632	650
633	612
634	382
635	650
636	612
637	656
638	656
639	656
640	650
641	1829
642	642
643	650
644	612
645	382
646	382
647	650
648	612
649	656
650	650
651	382
652	382
653	612
654	612
655	657
656	656
657	657
658	650
659	650
660	660
661	650
662	650
663	621
664	612
665	650
666	612
667	656
668	656
669	382
670	650
671	382
672	612
673	382
674	656
675	650
676	382
677	612
678	612
679	682
680	612
681	650
682	682
683	382
684	612
685	612
686	757
687	759
688	740
689	702
690	831
691	757
692	757
693	778
694	831
695	778
696	759
697	721
698	875
699	757
700	794
701	821
702	702
703	759
704	799
705	831
706	831
707	757
708	869
709	843
710	803
711	803
712	767
713	721
714	702
715	814
716	759
717	852
718	759
719	831
720	832
721	721
722	831
723	826
724	821
725	702
726	821
727	757
728	759
729	882
730	759
731	831
732	702
733	786
734	757
735	757
736	767
737	831
738	795
739	740
740	740
741	757
742	767
743	757
744	757
745	794
746	757
747	759
748	759
749	757
750	757
751	795
752	831
753	759
754	821
755	759
756	831
757	757
758	759
759	759
760	759
761	831
762	759
763	759
764	759
765	759
766	826
767	702
768	831
769	869
770	799
771	702
772	831
773	831
774	869
775	757
776	877
777	759
778	778
779	759
780	759
781	759
782	786
783	759
784	831
785	757
786	786
787	759
788	702
789	702
790	832
791	702
792	759
793	759
794	794
795	794
796	829
797	759
798	852
799	799
800	757
801	757
802	702
803	831
804	882
805	843
806	702
807	759
808	759
809	759
810	803
811	869
812	837
813	757
814	814
815	837
816	757
817	759
818	702
819	759
820	831
821	821
822	829
823	759
824	826
825	884
826	826
827	814
828	759
829	829
830	826
831	759
832	832
833	757
834	831
835	759
836	759
837	837
838	759
839	702
840	759
841	757
842	795
843	843
844	778
845	757
846	757
847	831
848	757
849	759
850	702
851	757
852	852
853	831
854	757
855	852
856	882
857	865
858	895
859	877
860	875
861	882
862	865
863	882
864	884
865	865
866	894
867	877
868	865
869	869
870	895
871	895
872	877
873	877
874	877
875	875
876	882
877	877
878	882
879	894
880	759
881	895
882	882
883	875
884	884
885	877
886	882
887	877
888	882
889	882
890	869
891	875
892	875
893	884
894	894
895	895
896	1417
897	1817
898	1490
899	1442
900	1490
901	1892
902	1438
903	1892
904	1224
905	1490
906	1771
907	1464
908	1698
909	1111
910	1657
911	911
912	1657
913	1575
914	1575
915	1438
916	972
917	1490
918	911
919	1490
920	1792
921	1792
922	1817
923	911
924	1310
925	1771
926	1792
927	1265
928	1061
929	1838
930	911
931	1829
932	1265
933	1490
934	1817
935	1007
936	1490
937	1295
938	1892
939	1829
940	1418
941	1704
942	1490
943	1168
944	1748
945	1704
946	1700
947	1562
948	911
949	1121
950	1061
951	1445
952	1265
953	1670
954	1490
955	1111
956	1016
957	1438
958	1892
959	1792
960	972
961	911
962	1829
963	1892
964	1664
965	986
966	972
967	1265
968	1897
969	1490
970	1073
971	1490
972	972
973	1461
974	1640
975	1438
976	911
977	1748
978	1365
979	1016
980	1775
981	1438
982	972
983	972
984	1490
985	1840
986	986
987	1892
988	1438
989	1438
990	2678
991	1034
992	1892
993	1562
994	1492
995	1768
996	1087
997	1775
